Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=a84d6d4e363935007adfef754b21c2a0&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=1&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_16Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_17Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_18Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_19Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_21Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_22Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_28Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_29Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y
2020-05-27,-0.330153,-0.283831,-0.241493,-0.203159,-0.168636,-0.137622,-0.109771,-0.084735,-0.062182,-0.041813,-0.591177,-0.023359,-0.006586,0.008712,0.022711,0.035562,0.047398,0.058330,0.068458,0.077865,0.086626,-0.614344,0.094803,-0.586606,-0.624133,-0.611909,-0.580706,-0.584795,-0.536708,-0.485817,-0.432575,-0.380063
2020-05-26,-0.347595,-0.302163,-0.260595,-0.222930,-0.188991,-0.158490,-0.131092,-0.106457,-0.084262,-0.064215,-0.590265,-0.046050,-0.029539,-0.014479,-0.000699,0.011953,0.023605,0.034368,0.044339,0.053600,0.062225,-0.617133,0.070276,-0.582067,-0.629878,-0.620142,-0.591080,-0.581576,-0.548935,-0.499648,-0.447792,-0.396475
2020-05-25,-0.403349,-0.358291,-0.317162,-0.279979,-0.246541,-0.216541,-0.189633,-0.165467,-0.143716,-0.124084,-0.604496,-0.106306,-0.090153,-0.075426,-0.061953,-0.049585,-0.038197,-0.027678,-0.017934,-0.008884,-0.000456,-0.651308,0.007411,-0.572706,-0.675050,-0.670925,-0.644489,-0.581058,-0.603464,-0.554637,-0.503022,-0.451934
2020-05-22,-0.399111,-0.353511,-0.311874,-0.274220,-0.240352,-0.209961,-0.182697,-0.158209,-0.136166,-0.116268,-0.614402,-0.098250,-0.081877,-0.066949,-0.053292,-0.040755,-0.029211,-0.018548,-0.008671,0.000503,0.009047,-0.655236,0.017021,-0.591235,-0.676158,-0.670600,-0.643294,-0.596157,-0.601598,-0.552157,-0.499944,-0.448267
2020-05-21,-0.410376,-0.366674,-0.326478,-0.289865,-0.256708,-0.226774,-0.199777,-0.175420,-0.153414,-0.133489,-0.611773,-0.115402,-0.098936,-0.083900,-0.070129,-0.057477,-0.045820,-0.035047,-0.025064,-0.015790,-0.007152,-0.661086,0.000912,-0.558251,-0.679515,-0.671028,-0.642965,-0.577076,-0.602522,-0.555505,-0.506120,-0.457171
2020-05-20,-0.401946,-0.357370,-0.316182,-0.278530,-0.244337,-0.213400,-0.185451,-0.160202,-0.137367,-0.116676,-0.605767,-0.097882,-0.080766,-0.065132,-0.050809,-0.037648,-0.025519,-0.014310,-0.003923,0.005728,0.014717,-0.647518,0.023109,-0.568018,-0.665416,-0.658764,-0.632815,-0.580197,-0.593961,-0.547813,-0.498640,-0.449393
2020-05-19,-0.375484,-0.329656,-0.288197,-0.250996,-0.217749,-0.188071,-0.161558,-0.137823,-0.116513,-0.097314,-0.596249,-0.079954,-0.064197,-0.049842,-0.036717,-0.024674,-0.013588,-0.003350,0.006132,0.014938,0.023138,-0.644953,0.030792,-0.564784,-0.668354,-0.661431,-0.630935,-0.572475,-0.585689,-0.533148,-0.478612,-0.425430
2020-05-18,-0.416760,-0.369759,-0.327395,-0.289495,-0.255706,-0.225602,-0.198749,-0.174738,-0.153198,-0.133806,-0.627222,-0.116279,-0.100377,-0.085893,-0.072652,-0.060504,-0.049323,-0.038998,-0.029435,-0.020554,-0.012285,-0.691325,-0.004567,-0.574634,-0.720779,-0.714786,-0.682777,-0.590479,-0.635117,-0.580062,-0.523268,-0.468207
2020-05-15,-0.458468,-0.413260,-0.372668,-0.336474,-0.304296,-0.275692,-0.250225,-0.227484,-0.207107,-0.188776,-0.631389,-0.172218,-0.157202,-0.143530,-0.131034,-0.119571,-0.109021,-0.099280,-0.090259,-0.081881,-0.074081,-0.710510,-0.066800,-0.561545,-0.748162,-0.746370,-0.716624,-0.583744,-0.670499,-0.616851,-0.561568,-0.508160
2020-05-14,-0.447748,-0.400162,-0.357623,-0.319846,-0.286376,-0.256708,-0.230354,-0.206863,-0.185843,-0.166952,-0.631228,-0.149903,-0.134448,-0.120382,-0.107529,-0.095742,-0.084895,-0.074880,-0.065606,-0.056993,-0.048974,-0.707818,-0.041490,-0.586411,-0.750349,-0.751455,-0.721442,-0.596296,-0.672899,-0.615852,-0.557001,-0.500293
2020-05-13,-0.422587,-0.376267,-0.335066,-0.298612,-0.266402,-0.237910,-0.212635,-0.190131,-0.170008,-0.151934,-0.614035,-0.135626,-0.120848,-0.107399,-0.095113,-0.083845,-0.073476,-0.063904,-0.055040,-0.046808,-0.039144,-0.697556,-0.031990,-0.547034,-0.737017,-0.732965,-0.698648,-0.566786,-0.647399,-0.589129,-0.530166,-0.474081
2020-05-12,-0.387511,-0.339501,-0.296870,-0.259202,-0.225955,-0.196569,-0.170518,-0.147333,-0.126609,-0.107998,-0.604469,-0.091210,-0.075998,-0.062156,-0.049510,-0.037913,-0.027242,-0.017391,-0.008268,0.000203,0.008091,-0.682662,0.015452,-0.549362,-0.719819,-0.713457,-0.676384,-0.563821,-0.622170,-0.561007,-0.499401,-0.440995
2020-05-11,-0.407583,-0.357560,-0.313327,-0.274375,-0.240086,-0.209842,-0.183071,-0.159273,-0.138017,-0.118940,-0.615613,-0.101737,-0.086154,-0.071977,-0.059027,-0.047153,-0.036227,-0.026140,-0.016800,-0.008126,-0.000051,-0.712179,0.007487,-0.542257,-0.757966,-0.753126,-0.713730,-0.562826,-0.655661,-0.590417,-0.525112,-0.463592
2020-05-08,-0.420474,-0.370707,-0.326593,-0.287651,-0.253293,-0.222929,-0.196011,-0.172052,-0.150632,-0.131396,-0.644318,-0.114041,-0.098315,-0.084004,-0.070930,-0.058940,-0.047907,-0.037721,-0.028288,-0.019529,-0.011373,-0.746605,-0.003761,-0.530866,-0.784173,-0.771628,-0.727757,-0.570767,-0.667819,-0.602198,-0.537168,-0.476093
2020-05-07,-0.414961,-0.364912,-0.320377,-0.280959,-0.246120,-0.215294,-0.187943,-0.163585,-0.141803,-0.122235,-0.625497,-0.104580,-0.088579,-0.074018,-0.060714,-0.048513,-0.037286,-0.026920,-0.017322,-0.008408,-0.000109,-0.715015,0.007637,-0.551234,-0.756331,-0.751004,-0.713422,-0.573629,-0.657848,-0.594844,-0.531154,-0.470583
2020-05-06,-0.417517,-0.368689,-0.325297,-0.286925,-0.253032,-0.223055,-0.196466,-0.172792,-0.151623,-0.132609,-0.629612,-0.115454,-0.099907,-0.085760,-0.072834,-0.060980,-0.050072,-0.040001,-0.030676,-0.022016,-0.013953,-0.719573,-0.006427,-0.547625,-0.758312,-0.750729,-0.712008,-0.573786,-0.656322,-0.593921,-0.531246,-0.471883
2020-05-05,-0.449714,-0.402225,-0.360224,-0.323216,-0.290617,-0.261843,-0.236359,-0.213694,-0.193442,-0.175261,-0.645707,-0.158864,-0.144008,-0.130491,-0.118143,-0.106820,-0.096401,-0.086782,-0.077874,-0.069603,-0.061902,-0.752776,-0.054714,-0.530213,-0.794551,-0.785324,-0.744265,-0.570414,-0.686956,-0.623924,-0.561467,-0.502913
2020-05-04,-0.444544,-0.399086,-0.358720,-0.323053,-0.291573,-0.263750,-0.239084,-0.217133,-0.197511,-0.179890,-0.615908,-0.163995,-0.149592,-0.136487,-0.124513,-0.113534,-0.103431,-0.094103,-0.085466,-0.077445,-0.069978,-0.709281,-0.063007,-0.534769,-0.752987,-0.750640,-0.717082,-0.560086,-0.666374,-0.608701,-0.550455,-0.495180
2020-04-30,-0.457709,-0.413216,-0.373642,-0.338635,-0.307712,-0.280363,-0.256108,-0.234515,-0.215210,-0.197871,-0.613036,-0.182228,-0.168053,-0.155154,-0.143369,-0.132562,-0.122618,-0.113437,-0.104935,-0.097040,-0.089690,-0.705840,-0.082829,-0.535385,-0.751389,-0.751780,-0.721052,-0.559150,-0.672911,-0.617422,-0.560974,-0.507160
2020-04-29,-0.412055,-0.369040,-0.330362,-0.295820,-0.265064,-0.237687,-0.213283,-0.191472,-0.171912,-0.154307,-0.622100,-0.138398,-0.123966,-0.110821,-0.098806,-0.087783,-0.077637,-0.068268,-0.059591,-0.051533,-0.044030,-0.679057,-0.037027,-0.570522,-0.702076,-0.692735,-0.660404,-0.586901,-0.614654,-0.562894,-0.510109,-0.459300
2020-04-28,-0.372474,-0.328807,-0.289621,-0.254678,-0.223602,-0.195965,-0.171346,-0.149354,-0.129641,-0.111902,-0.599962,-0.095875,-0.081338,-0.068100,-0.056000,-0.044899,-0.034683,-0.025249,-0.016512,-0.008398,-0.000843,-0.654116,0.006208,-0.551007,-0.674453,-0.662523,-0.627826,-0.566407,-0.580032,-0.526580,-0.472435,-0.420555
2020-04-27,-0.355567,-0.314301,-0.276875,-0.243158,-0.212890,-0.185749,-0.161403,-0.139529,-0.119829,-0.102036,-0.594386,-0.085914,-0.071259,-0.057891,-0.045656,-0.034423,-0.024076,-0.014518,-0.005663,0.002562,0.010223,-0.641635,0.017373,-0.528510,-0.650213,-0.631200,-0.594750,-0.553471,-0.548775,-0.498877,-0.448729,-0.400556
2020-04-24,-0.362594,-0.321529,-0.284484,-0.251248,-0.221502,-0.194891,-0.171062,-0.149680,-0.130441,-0.113077,-0.617841,-0.097352,-0.083062,-0.070031,-0.058107,-0.047160,-0.037078,-0.027765,-0.019138,-0.011124,-0.003661,-0.668218,0.003306,-0.539354,-0.673557,-0.649793,-0.609046,-0.569984,-0.559841,-0.507803,-0.456419,-0.407682
2020-04-23,-0.335829,-0.294228,-0.256838,-0.223384,-0.193508,-0.166825,-0.142960,-0.121566,-0.102331,-0.084978,-0.623491,-0.069270,-0.054999,-0.041988,-0.030085,-0.019158,-0.009095,0.000200,0.008810,0.016808,0.024256,-0.667611,0.031208,-0.548003,-0.666463,-0.637070,-0.591847,-0.577923,-0.539267,-0.484777,-0.431660,-0.381726
2020-04-22,-0.333314,-0.291019,-0.252726,-0.218269,-0.187361,-0.159663,-0.134827,-0.112518,-0.092432,-0.074292,-0.617790,-0.057859,-0.042920,-0.029294,-0.016825,-0.005376,0.005169,0.014911,0.023935,0.032318,0.040125,-0.650391,0.047413,-0.568169,-0.649395,-0.623912,-0.582930,-0.587071,-0.533667,-0.481299,-0.429238,-0.379543
2020-04-21,-0.370244,-0.328448,-0.290492,-0.256262,-0.225506,-0.197910,-0.173141,-0.150879,-0.130823,-0.112705,-0.620908,-0.096285,-0.081357,-0.067738,-0.055274,-0.043829,-0.033287,-0.023548,-0.014526,-0.006144,0.001661,-0.661767,0.008947,-0.564996,-0.667851,-0.647972,-0.611218,-0.585941,-0.565042,-0.514878,-0.464363,-0.415738
2020-04-20,-0.346847,-0.303578,-0.264472,-0.229336,-0.197856,-0.169673,-0.144421,-0.121753,-0.101352,-0.082935,-0.622443,-0.066253,-0.051093,-0.037267,-0.024616,-0.013001,-0.002303,0.007579,0.016733,0.025237,0.033155,-0.666971,0.040548,-0.554946,-0.670411,-0.645672,-0.603768,-0.580953,-0.552955,-0.498920,-0.445301,-0.394238
2020-04-17,-0.370795,-0.327848,-0.289274,-0.254842,-0.224187,-0.196898,-0.172569,-0.150821,-0.131315,-0.113756,-0.637312,-0.097886,-0.083488,-0.070373,-0.058385,-0.047386,-0.037262,-0.027913,-0.019255,-0.011214,-0.003727,-0.672317,0.003262,-0.607114,-0.680644,-0.662185,-0.624530,-0.615961,-0.575852,-0.522596,-0.469127,-0.418070
2020-04-16,-0.373759,-0.333685,-0.297644,-0.265439,-0.236743,-0.211183,-0.188385,-0.167998,-0.149709,-0.133242,-0.639393,-0.118357,-0.104851,-0.092549,-0.081303,-0.070984,-0.061486,-0.052715,-0.044592,-0.037049,-0.030024,-0.659930,-0.023468,-0.630069,-0.663050,-0.644468,-0.609273,-0.630734,-0.564195,-0.514879,-0.465271,-0.417799
2020-04-15,-0.375869,-0.334548,-0.296784,-0.262513,-0.231539,-0.203597,-0.178400,-0.155660,-0.135104,-0.116482,-0.652520,-0.099567,-0.084159,-0.070084,-0.057187,-0.045334,-0.034409,-0.024311,-0.014952,-0.006256,0.001844,-0.679409,0.009407,-0.608231,-0.676172,-0.651404,-0.612890,-0.625428,-0.566780,-0.517535,-0.468171,-0.420586
2020-04-14,-0.298859,-0.254713,-0.214441,-0.177945,-0.144995,-0.115299,-0.088540,-0.064405,-0.042599,-0.022851,-0.628814,-0.004920,0.011409,0.026323,0.039987,0.052544,0.064115,0.074811,0.084722,0.093932,0.102510,-0.643085,0.110518,-0.599085,-0.631257,-0.599883,-0.555821,-0.610750,-0.504825,-0.451195,-0.397881,-0.346749
2020-04-09,-0.252284,-0.208863,-0.169364,-0.133645,-0.101448,-0.072465,-0.046372,-0.022854,-0.001617,0.017608,-0.618320,0.035059,0.050946,0.065456,0.078747,0.090959,0.102213,0.112613,0.122252,0.131207,0.139549,-0.617387,0.147336,-0.605026,-0.595825,-0.558448,-0.510897,-0.610641,-0.458079,-0.403709,-0.350340,-0.299571
2020-04-08,-0.219077,-0.174545,-0.134215,-0.097870,-0.065200,-0.035856,-0.009483,0.014255,0.035669,0.055038,-0.618553,0.072608,0.088598,0.103195,0.116562,0.128842,0.140157,0.150613,0.160302,0.169304,0.177688,-0.613883,0.185515,-0.604924,-0.586793,-0.543776,-0.491202,-0.611100,-0.434213,-0.376521,-0.320577,-0.267845
2020-04-07,-0.248772,-0.203802,-0.163107,-0.126463,-0.093545,-0.063995,-0.037450,-0.013566,0.007974,0.027452,-0.628554,0.045119,0.061193,0.075866,0.089303,0.101646,0.113018,0.123526,0.133264,0.142311,0.150737,-0.636965,0.158603,-0.596988,-0.615938,-0.575343,-0.523384,-0.610175,-0.466181,-0.407949,-0.351383,-0.298059
2020-04-06,-0.332669,-0.290067,-0.251242,-0.216100,-0.184412,-0.155887,-0.130212,-0.107077,-0.086191,-0.067291,-0.635303,-0.050140,-0.034529,-0.020275,-0.007221,0.004772,0.015823,0.026036,0.035499,0.044291,0.052479,-0.655217,0.060124,-0.601299,-0.648164,-0.620607,-0.579599,-0.614334,-0.531121,-0.479654,-0.428271,-0.378910
2020-04-03,-0.367817,-0.327364,-0.290345,-0.256724,-0.226327,-0.198905,-0.174180,-0.151873,-0.131714,-0.113457,-0.663836,-0.096879,-0.081784,-0.067996,-0.055366,-0.043760,-0.033064,-0.023179,-0.014019,-0.005507,0.002420,-0.671210,0.009821,-0.650828,-0.661213,-0.635275,-0.597769,-0.655372,-0.553312,-0.505737,-0.457846,-0.411501
2020-04-02,-0.361805,-0.320813,-0.283141,-0.248813,-0.217698,-0.189573,-0.164176,-0.141235,-0.120486,-0.101681,-0.649504,-0.084598,-0.069036,-0.054818,-0.041791,-0.029819,-0.018784,-0.008585,0.000867,0.009649,0.017829,-0.655056,0.025467,-0.643796,-0.646984,-0.623856,-0.588843,-0.645068,-0.546171,-0.499647,-0.452194,-0.405828
2020-04-01,-0.379292,-0.333158,-0.290444,-0.251313,-0.215704,-0.183424,-0.154214,-0.127787,-0.103857,-0.082153,-0.651190,-0.062424,-0.044444,-0.028012,-0.012953,0.000888,0.013647,0.025441,0.036371,0.046527,0.055987,-0.665139,0.064820,-0.647068,-0.667292,-0.651762,-0.620679,-0.646491,-0.578633,-0.530236,-0.479236,-0.428332
2020-03-31,-0.414222,-0.365293,-0.319880,-0.278205,-0.240233,-0.205782,-0.174589,-0.146357,-0.120785,-0.097588,-0.694821,-0.076499,-0.057278,-0.039712,-0.023612,-0.008814,0.004827,0.017435,0.029121,0.039979,0.050093,-0.705923,0.059536,-0.700866,-0.709463,-0.695650,-0.665276,-0.695701,-0.622715,-0.572791,-0.519570,-0.466048
2020-03-30,-0.450548,-0.404029,-0.360876,-0.321296,-0.285252,-0.252565,-0.222981,-0.196214,-0.171977,-0.149994,-0.696221,-0.130013,-0.111805,-0.095166,-0.079917,-0.065902,-0.052984,-0.041044,-0.029978,-0.019696,-0.010119,-0.717447,-0.001177,-0.688402,-0.726419,-0.716093,-0.688523,-0.688703,-0.648602,-0.601317,-0.550745,-0.499839
2020-03-27,-0.395260,-0.349687,-0.307775,-0.269593,-0.235008,-0.203777,-0.175607,-0.150187,-0.127218,-0.106420,-0.700886,-0.087540,-0.070351,-0.054656,-0.040281,-0.027074,-0.014904,-0.003659,0.006761,0.016443,0.025459,-0.703836,0.033877,-0.709433,-0.698472,-0.677446,-0.642335,-0.704023,-0.597466,-0.547265,-0.495300,-0.444097
2020-03-26,-0.268645,-0.222030,-0.179221,-0.140220,-0.104860,-0.072886,-0.044001,-0.017897,0.005724,0.027139,-0.644396,0.046601,0.064335,0.080541,0.095393,0.109044,0.121627,0.133259,0.144039,0.154057,0.163388,-0.631714,0.172100,-0.657861,-0.610208,-0.576247,-0.531871,-0.652046,-0.480756,-0.426465,-0.371819,-0.318799
2020-03-25,-0.238365,-0.198174,-0.161576,-0.128448,-0.098563,-0.071643,-0.047395,-0.025532,-0.005783,0.012098,-0.627382,0.028332,0.043113,0.056613,0.068979,0.080342,0.090814,0.100492,0.109461,0.117794,0.125555,-0.599322,0.132802,-0.652011,-0.566156,-0.525472,-0.478868,-0.642774,-0.429020,-0.378435,-0.329033,-0.282097
2020-03-24,-0.266358,-0.229081,-0.195611,-0.165654,-0.138871,-0.114918,-0.093461,-0.074199,-0.056858,-0.041198,-0.645934,-0.027008,-0.014106,-0.002337,0.008436,0.018329,0.027442,0.035862,0.043663,0.050909,0.057658,-0.633473,0.063958,-0.637313,-0.601155,-0.556610,-0.505888,-0.642135,-0.453315,-0.401739,-0.352876,-0.307628
2020-03-23,-0.291236,-0.255384,-0.223719,-0.195751,-0.171012,-0.149070,-0.129544,-0.112104,-0.096464,-0.082381,-0.699649,-0.069650,-0.058093,-0.047563,-0.037933,-0.029096,-0.020959,-0.013445,-0.006484,-0.000018,0.006002,-0.693320,0.011622,-0.666764,-0.654691,-0.600844,-0.541789,-0.682453,-0.483146,-0.427852,-0.377245,-0.331739
2020-03-20,-0.248221,-0.212226,-0.180364,-0.152164,-0.127171,-0.104968,-0.085185,-0.067495,-0.051618,-0.037312,-0.706478,-0.024372,-0.012622,-0.001912,0.007884,0.016875,0.025155,0.032802,0.039886,0.046466,0.052593,-0.673064,0.058313,-0.710388,-0.621354,-0.561557,-0.500030,-0.711703,-0.440504,-0.384973,-0.334331,-0.288801
2020-03-19,-0.106926,-0.070268,-0.038667,-0.011290,0.012560,0.033462,0.051891,0.068237,0.082817,0.095893,-0.727480,0.107680,0.118355,0.128067,0.136938,0.145072,0.152557,0.159467,0.165865,0.171807,0.177339,-0.663440,0.182503,-0.739865,-0.576923,-0.486569,-0.401238,-0.740710,-0.324543,-0.257395,-0.199399,-0.149611
2020-03-18,-0.178064,-0.142450,-0.112464,-0.086999,-0.065173,-0.046294,-0.029819,-0.015323,-0.002469,0.009007,-0.816483,0.019317,0.028633,0.037093,0.044812,0.051884,0.058387,0.064388,0.069943,0.075101,0.079903,-0.780697,0.084384,-0.762499,-0.692232,-0.590461,-0.493086,-0.791782,-0.406887,-0.333400,-0.271861,-0.220666
2020-03-17,-0.357496,-0.325751,-0.298908,-0.276017,-0.256325,-0.239234,-0.224277,-0.211084,-0.199363,-0.188883,-0.869172,-0.179455,-0.170929,-0.163181,-0.156108,-0.149625,-0.143662,-0.138159,-0.133063,-0.128331,-0.123926,-0.865849,-0.119815,-0.779795,-0.800647,-0.716766,-0.633629,-0.822350,-0.558892,-0.494642,-0.440531,-0.395302
2020-03-16,-0.392859,-0.358082,-0.328186,-0.302355,-0.279904,-0.260266,-0.242977,-0.227662,-0.214014,-0.201782,-0.885551,-0.190761,-0.180783,-0.171708,-0.163420,-0.155822,-0.148831,-0.142377,-0.136400,-0.130851,-0.125684,-0.879589,-0.120862,-0.819797,-0.822715,-0.747855,-0.671092,-0.851196,-0.599619,-0.536075,-0.480879,-0.433455
2020-03-13,-0.496485,-0.456519,-0.421827,-0.391947,-0.366350,-0.344497,-0.325875,-0.310012,-0.296489,-0.284939,-0.866117,-0.275046,-0.266540,-0.259195,-0.252821,-0.247257,-0.242373,-0.238058,-0.234223,-0.230792,-0.227704,-0.890443,-0.224908,-0.801770,-0.870631,-0.826126,-0.769582,-0.828741,-0.709004,-0.649262,-0.593132,-0.542026
2020-03-12,-0.682388,-0.645863,-0.613716,-0.585681,-0.561384,-0.540409,-0.522340,-0.506784,-0.493380,-0.481810,-0.912983,-0.471794,-0.463091,-0.455498,-0.448839,-0.442969,-0.437767,-0.433129,-0.428970,-0.425220,-0.421820,-0.970607,-0.418720,-0.818310,-0.977321,-0.953845,-0.913885,-0.855952,-0.866315,-0.816711,-0.768429,-0.723348
2020-03-11,-0.702523,-0.668396,-0.637543,-0.609893,-0.585254,-0.563374,-0.543975,-0.526780,-0.511525,-0.497967,-0.877126,-0.485886,-0.475090,-0.465407,-0.456691,-0.448815,-0.441668,-0.435157,-0.429202,-0.423735,-0.418697,-0.932928,-0.414038,-0.792492,-0.945269,-0.930799,-0.900764,-0.825705,-0.862635,-0.821264,-0.779704,-0.739785
2020-03-10,-0.739890,-0.706176,-0.675196,-0.647013,-0.621548,-0.598634,-0.578064,-0.559613,-0.543060,-0.528192,-0.852322,-0.514812,-0.502742,-0.491825,-0.481919,-0.472903,-0.464669,-0.457123,-0.450186,-0.443788,-0.437869,-0.922701,-0.432375,-0.755584,-0.947463,-0.943172,-0.921194,-0.792921,-0.889219,-0.852361,-0.813939,-0.776036
2020-03-09,-0.815215,-0.774348,-0.734819,-0.697082,-0.661393,-0.627865,-0.596516,-0.567300,-0.540132,-0.514901,-0.887656,-0.491482,-0.469749,-0.449573,-0.430830,-0.413403,-0.397182,-0.382065,-0.367957,-0.354772,-0.342433,-0.965892,-0.330866,-0.791071,-1.002080,-1.009065,-0.996219,-0.827522,-0.970338,-0.936307,-0.897607,-0.856681
2020-03-06,-0.690759,-0.652110,-0.615392,-0.580892,-0.548721,-0.518878,-0.491288,-0.465835,-0.442378,-0.420768,-0.795588,-0.400854,-0.382489,-0.365535,-0.349862,-0.335351,-0.321895,-0.309393,-0.297759,-0.286911,-0.276779,-0.866606,-0.267299,-0.702764,-0.895100,-0.895189,-0.876859,-0.738215,-0.847117,-0.810824,-0.771306,-0.730798
2020-03-05,-0.620700,-0.576047,-0.534174,-0.495326,-0.459542,-0.426733,-0.396733,-0.369338,-0.344328,-0.321482,-0.777001,-0.300588,-0.281450,-0.263886,-0.247732,-0.232844,-0.219089,-0.206352,-0.194530,-0.183533,-0.173282,-0.847644,-0.163704,-0.685270,-0.874099,-0.869755,-0.845009,-0.720096,-0.807624,-0.763197,-0.715636,-0.667572
2020-03-04,-0.586190,-0.540926,-0.498514,-0.459193,-0.422994,-0.389822,-0.359504,-0.331828,-0.306571,-0.283505,-0.756167,-0.262416,-0.243104,-0.225383,-0.209088,-0.194070,-0.180198,-0.167354,-0.155433,-0.144345,-0.134008,-0.823018,-0.124351,-0.668922,-0.847056,-0.841004,-0.814926,-0.702041,-0.776422,-0.731018,-0.682589,-0.633751
2020-03-03,-0.556071,-0.512914,-0.472437,-0.434882,-0.400287,-0.368569,-0.339570,-0.313091,-0.288920,-0.266844,-0.724882,-0.246657,-0.228169,-0.211204,-0.195604,-0.181226,-0.167944,-0.155646,-0.144233,-0.133617,-0.123720,-0.783830,-0.114474,-0.648594,-0.804736,-0.798318,-0.773415,-0.677450,-0.736886,-0.693814,-0.647817,-0.601366
2020-03-02,-0.588076,-0.545395,-0.505576,-0.468790,-0.435026,-0.404161,-0.376009,-0.350355,-0.326974,-0.305646,-0.757201,-0.286165,-0.268337,-0.251988,-0.236963,-0.223120,-0.210337,-0.198503,-0.187523,-0.177311,-0.167792,-0.821566,-0.158900,-0.670613,-0.843079,-0.835337,-0.808645,-0.703723,-0.770540,-0.726360,-0.679762,-0.633162
2020-02-28,-0.571962,-0.528917,-0.488258,-0.450319,-0.415214,-0.382913,-0.353295,-0.326190,-0.301403,-0.278732,-0.735743,-0.257979,-0.238956,-0.221488,-0.205417,-0.190600,-0.176909,-0.164229,-0.152459,-0.141509,-0.131301,-0.786148,-0.121763,-0.675800,-0.806240,-0.802197,-0.780545,-0.697901,-0.747065,-0.706419,-0.662132,-0.616737
2020-02-27,-0.502952,-0.455653,-0.410926,-0.369165,-0.330514,-0.294950,-0.262348,-0.232524,-0.205261,-0.180337,-0.713712,-0.157531,-0.136634,-0.117454,-0.099814,-0.083554,-0.068534,-0.054626,-0.041719,-0.029713,-0.018521,-0.749303,-0.008066,-0.676656,-0.762951,-0.755468,-0.730982,-0.689521,-0.694368,-0.650083,-0.601746,-0.552067
2020-02-26,-0.449644,-0.402053,-0.357069,-0.315097,-0.276284,-0.240605,-0.207929,-0.178063,-0.150786,-0.125868,-0.674240,-0.103083,-0.082219,-0.063078,-0.045482,-0.029269,-0.014296,-0.000435,0.012426,0.024387,0.035535,-0.701160,0.045949,-0.651198,-0.711670,-0.703288,-0.678638,-0.658375,-0.641983,-0.597582,-0.549028,-0.499065
2020-02-25,-0.454527,-0.408793,-0.365701,-0.325605,-0.288614,-0.254680,-0.223655,-0.195340,-0.169511,-0.145940,-0.663188,-0.124405,-0.104699,-0.086631,-0.070028,-0.054736,-0.040617,-0.027551,-0.015428,-0.004156,0.006350,-0.695632,0.016162,-0.631919,-0.708449,-0.701046,-0.677037,-0.642369,-0.641139,-0.597779,-0.550563,-0.502188
